testDate,expression,movement,quality,benchmarkPct
18/02/2024,isometric,jump,land,
19/02/2024,isometric,upper body,push,0.772
10/03/2024,dynamic,agility,acceleration,0.4445
19/03/2024,dynamic,jump,pre-load,0.524
19/03/2024,dynamic,sprint,max velocity,0.637
23/03/2024,isometric,agility,acceleration,0.52
27/03/2024,isometric,sprint,acceleration,0.52
05/04/2024,dynamic,sprint,max velocity,0.628
07/04/2024,dynamic,upper body,push,0.44
11/04/2024,isometric,sprint,max velocity,-0.2
12/04/2024,isometric,upper body,pull,
22/04/2024,dynamic,upper body,pull,0.89
22/04/2024,dynamic,agility,acceleration,0.43
28/04/2024,dynamic,sprint,acceleration,0.43
30/04/2024,isometric,upper body,grapple,
02/05/2024,dynamic,jump,land,0.664
10/05/2024,isometric,agility,deceleration,1.1365
13/05/2024,dynamic,agility,acceleration,0.43
21/05/2024,dynamic,upper body,push,0.43
29/05/2024,isometric,jump,pre-load,0.49
02/06/2024,isometric,upper body,push,0.704
07/06/2024,dynamic,agility,deceleration,0.876
09/06/2024,isometric,upper body,pull,
14/06/2024,isometric,jump,take off,
15/06/2024,dynamic,agility,acceleration,0.43
17/06/2024,isometric,jump,pre-load,0.49
25/06/2024,dynamic,sprint,acceleration,0.436
28/06/2024,isometric,jump,take off,
02/07/2024,isometric,sprint,acceleration,0.46
04/07/2024,dynamic,jump,take off,0.64
06/07/2024,isometric,upper body,grapple,
16/07/2024,isometric,agility,acceleration,0.685
25/07/2024,isometric,upper body,push,0.892
04/08/2024,dynamic,jump,pre-load,0.484
14/08/2024,isometric,jump,land,0.363
22/08/2024,isometric,jump,pre-load,0.7305
24/08/2024,dynamic,agility,deceleration,0.9
27/08/2024,isometric,upper body,push,0.96
29/08/2024,isometric,sprint,max velocity,0.67
01/09/2024,isometric,upper body,grapple,0.6405
19/09/2024,isometric,upper body,grapple,0.613
28/09/2024,isometric,upper body,grapple,0.627
29/09/2024,dynamic,sprint,max velocity,0.702
30/09/2024,isometric,agility,acceleration,0.72
03/10/2024,dynamic,upper body,push,0.494
05/10/2024,dynamic,jump,pre-load,0.5635
14/10/2024,dynamic,jump,pre-load,0.5375
14/10/2024,dynamic,sprint,max velocity,0.67
15/10/2024,isometric,agility,rotate,0.6595
19/10/2024,dynamic,upper body,pull,0.88
22/10/2024,dynamic,upper body,pull,0.88
27/10/2024,isometric,jump,take off,0.444
01/11/2024,dynamic,jump,take off,0.69
04/11/2024,dynamic,upper body,push,0.486
02/12/2024,dynamic,sprint,max velocity,0.662
04/12/2024,dynamic,jump,pre-load,0.557
08/12/2024,isometric,upper body,pull,0.46
08/12/2024,isometric,agility,acceleration,0.796
18/12/2024,isometric,agility,deceleration,0.9155
20/12/2024,isometric,upper body,grapple,0.68
22/12/2024,isometric,sprint,max velocity,0.685
27/12/2024,isometric,sprint,acceleration,0.79
30/12/2024,dynamic,jump,pre-load,0.5135
08/01/2025,dynamic,upper body,push,0.5
17/01/2025,isometric,jump,take off,0.46
18/01/2025,dynamic,upper body,pull,0.853
27/01/2025,isometric,agility,rotate,0.6675
29/01/2025,isometric,jump,take off,0.4495
10/02/2025,isometric,jump,pre-load,0.79
16/02/2025,isometric,jump,land,0.397
20/02/2025,dynamic,jump,pre-load,0.4915
26/02/2025,isometric,jump,pre-load,0.79
26/02/2025,isometric,jump,take off,0.3955
26/02/2025,dynamic,upper body,pull,0.87
28/02/2025,dynamic,sprint,acceleration,0.495
05/03/2025,isometric,upper body,push,0.9555
07/03/2025,dynamic,jump,land,0.735
10/07/2023,isometric,upper body,pull,
28/07/2023,isometric,jump,pre-load,
01/08/2023,dynamic,sprint,acceleration,0.395
03/08/2023,dynamic,agility,acceleration,0.39
05/08/2023,dynamic,upper body,pull,0.8525
05/08/2023,isometric,sprint,acceleration,
16/08/2023,isometric,upper body,push,
18/08/2023,isometric,agility,rotate,
19/08/2023,dynamic,agility,acceleration,0.3495
20/08/2023,dynamic,sprint,acceleration,0.3495
26/08/2023,dynamic,jump,take off,0.69
04/09/2023,isometric,sprint,acceleration,0.52
12/09/2023,isometric,agility,acceleration,0.52
04/10/2023,isometric,jump,take off,
06/10/2023,isometric,jump,pre-load,0.52
15/10/2023,isometric,jump,take off,
25/10/2023,dynamic,sprint,max velocity,0.6475
02/11/2023,dynamic,agility,acceleration,0.4305
05/11/2023,dynamic,jump,take off,0.64
15/11/2023,dynamic,jump,land,0.69
26/11/2023,dynamic,upper body,push,0.4305
29/11/2023,isometric,agility,deceleration,1.038
02/12/2023,dynamic,sprint,acceleration,0.43
13/12/2023,dynamic,upper body,push,0.43
17/12/2023,isometric,agility,acceleration,0.52
21/12/2023,isometric,jump,land,
21/12/2023,dynamic,agility,deceleration,0.87
22/12/2023,isometric,sprint,max velocity,
23/12/2023,isometric,upper body,pull,
25/12/2023,dynamic,jump,land,0.674
13/01/2024,isometric,sprint,acceleration,0.52
20/01/2024,dynamic,upper body,push,0.43
23/01/2024,isometric,agility,rotate,
09/02/2024,dynamic,agility,acceleration,0.4345
23/02/2024,isometric,upper body,push,0.704
25/02/2024,isometric,agility,rotate,
26/02/2024,dynamic,jump,pre-load,0.479
01/03/2024,isometric,agility,deceleration,1.148
04/03/2024,dynamic,jump,take off,0.64
16/03/2024,isometric,sprint,acceleration,0.52
17/03/2024,dynamic,sprint,max velocity,0.637
25/03/2024,dynamic,sprint,acceleration,0.4445
28/03/2024,isometric,agility,rotate,
31/03/2024,isometric,agility,acceleration,0.52
04/04/2024,isometric,jump,land,
23/04/2024,isometric,jump,take off,
25/04/2024,isometric,agility,acceleration,0.52
02/05/2024,isometric,sprint,acceleration,0.52
03/05/2024,isometric,jump,land,
07/05/2024,dynamic,jump,take off,0.6295
24/05/2024,isometric,agility,acceleration,0.49
25/05/2024,isometric,upper body,pull,
04/06/2024,isometric,jump,pre-load,0.49
18/06/2024,isometric,jump,land,
18/06/2024,isometric,upper body,push,0.704
26/06/2024,dynamic,sprint,max velocity,0.625
30/06/2024,isometric,upper body,pull,
03/07/2024,isometric,upper body,push,0.704
06/07/2024,dynamic,sprint,max velocity,0.625
07/07/2024,isometric,jump,pre-load,0.46
08/07/2024,isometric,jump,pre-load,0.7165
12/07/2024,dynamic,sprint,acceleration,0.488
26/07/2024,dynamic,jump,take off,0.7245
05/08/2024,isometric,agility,acceleration,0.7305
10/08/2024,isometric,jump,pre-load,0.7305
11/08/2024,dynamic,sprint,acceleration,0.428
15/08/2024,isometric,jump,pre-load,0.7305
22/08/2024,dynamic,upper body,push,0.428
24/08/2024,dynamic,jump,take off,0.72
26/08/2024,dynamic,agility,acceleration,0.428
27/08/2024,dynamic,agility,acceleration,0.428
29/08/2024,isometric,sprint,acceleration,0.731
01/09/2024,dynamic,agility,deceleration,0.9
05/09/2024,isometric,agility,deceleration,0.94
06/09/2024,dynamic,jump,pre-load,0.505
07/09/2024,isometric,agility,acceleration,0.7275
08/09/2024,dynamic,jump,pre-load,0.505
09/09/2024,isometric,agility,acceleration,0.7275
13/09/2024,isometric,agility,deceleration,0.94
17/09/2024,isometric,upper body,push,0.936
17/09/2024,dynamic,agility,deceleration,0.9
22/09/2024,dynamic,jump,pre-load,0.5375
27/09/2024,dynamic,agility,deceleration,0.896
03/10/2024,dynamic,jump,pre-load,0.5635
03/10/2024,isometric,agility,acceleration,0.6925
13/10/2024,dynamic,agility,deceleration,0.868
15/10/2024,isometric,upper body,grapple,0.6595
17/10/2024,dynamic,agility,acceleration,0.498
20/10/2024,dynamic,agility,deceleration,0.88
20/10/2024,dynamic,sprint,max velocity,0.67
01/11/2024,dynamic,agility,deceleration,0.88
13/11/2024,isometric,agility,acceleration,0.7515
26/11/2024,isometric,agility,rotate,0.6795
01/12/2024,isometric,upper body,grapple,0.6795
16/12/2024,isometric,jump,land,0.4
18/12/2024,isometric,agility,acceleration,0.796
19/12/2024,dynamic,sprint,max velocity,0.666
05/01/2025,dynamic,jump,pre-load,0.497
12/01/2025,isometric,jump,land,0.46
16/01/2025,dynamic,upper body,pull,0.853
25/01/2025,dynamic,jump,take off,0.69
28/01/2025,dynamic,sprint,max velocity,0.657
31/01/2025,isometric,jump,pre-load,0.79
02/02/2025,isometric,jump,pre-load,0.79
06/02/2025,isometric,sprint,acceleration,0.79
11/02/2025,dynamic,jump,land,0.735
13/02/2025,isometric,jump,pre-load,0.79
24/02/2025,isometric,upper body,pull,0.7975
28/02/2025,isometric,agility,acceleration,0.807
10/03/2025,isometric,jump,take off,0.3955
14/07/2023,isometric,jump,land,
15/07/2023,isometric,upper body,pull,
19/07/2023,isometric,jump,take off,
20/07/2023,dynamic,sprint,max velocity,0.67
25/07/2023,dynamic,jump,pre-load,0.589
05/08/2023,isometric,jump,land,
07/08/2023,isometric,agility,rotate,
15/08/2023,isometric,sprint,acceleration,
17/08/2023,dynamic,sprint,acceleration,0.3395
22/08/2023,isometric,jump,pre-load,
25/08/2023,dynamic,agility,deceleration,0.87
05/09/2023,isometric,jump,take off,
05/09/2023,dynamic,agility,deceleration,0.877
06/09/2023,dynamic,sprint,max velocity,0.5845
13/09/2023,dynamic,agility,deceleration,0.877
16/09/2023,isometric,jump,take off,
17/09/2023,isometric,agility,deceleration,1.0395
25/09/2023,dynamic,upper body,pull,0.871
26/09/2023,dynamic,upper body,push,0.4305
27/09/2023,dynamic,upper body,pull,0.871
30/09/2023,isometric,agility,deceleration,1.0395
03/10/2023,isometric,sprint,max velocity,
12/10/2023,dynamic,jump,land,0.6615
13/10/2023,isometric,upper body,push,
26/10/2023,dynamic,sprint,acceleration,0.4305
31/10/2023,isometric,upper body,pull,
31/10/2023,dynamic,agility,acceleration,0.4305
10/11/2023,dynamic,jump,land,0.69
11/11/2023,isometric,agility,rotate,
19/11/2023,dynamic,jump,pre-load,0.5085
24/11/2023,dynamic,jump,take off,0.631
03/12/2023,isometric,upper body,grapple,
06/12/2023,dynamic,jump,pre-load,0.5185
11/12/2023,isometric,jump,land,
17/12/2023,dynamic,sprint,max velocity,0.6475
23/12/2023,dynamic,jump,land,0.674
24/12/2023,isometric,agility,rotate,
08/01/2024,dynamic,jump,pre-load,0.504
11/01/2024,dynamic,agility,acceleration,0.43
12/01/2024,isometric,jump,land,
12/01/2024,isometric,jump,take off,
13/01/2024,dynamic,upper body,push,0.43
08/02/2024,dynamic,sprint,max velocity,0.646
09/02/2024,isometric,sprint,max velocity,
10/02/2024,isometric,jump,pre-load,0.52
21/02/2024,isometric,jump,take off,
25/02/2024,dynamic,agility,acceleration,0.4445
01/03/2024,isometric,upper body,push,0.704
01/04/2024,isometric,upper body,pull,
13/04/2024,dynamic,sprint,max velocity,0.628
14/04/2024,isometric,upper body,push,0.704
17/04/2024,dynamic,jump,pre-load,0.53
17/04/2024,isometric,agility,rotate,
18/04/2024,isometric,upper body,pull,
27/04/2024,dynamic,agility,acceleration,0.43
16/05/2024,dynamic,agility,acceleration,0.43
19/05/2024,isometric,sprint,acceleration,0.49
20/05/2024,isometric,upper body,grapple,
24/05/2024,isometric,upper body,pull,
27/05/2024,isometric,sprint,acceleration,0.49
03/06/2024,dynamic,sprint,max velocity,0.625
23/06/2024,isometric,sprint,max velocity,0.1995
24/06/2024,dynamic,sprint,acceleration,0.436
26/06/2024,dynamic,agility,acceleration,0.436
28/06/2024,isometric,agility,deceleration,1.1365
07/07/2024,dynamic,upper body,pull,0.89
10/07/2024,dynamic,upper body,pull,0.8955
21/07/2024,dynamic,agility,acceleration,0.488
27/07/2024,isometric,jump,land,0.381
28/07/2024,isometric,jump,land,0.381
30/07/2024,dynamic,jump,take off,0.749
05/08/2024,dynamic,agility,deceleration,0.852
06/08/2024,dynamic,sprint,acceleration,0.428
14/08/2024,isometric,jump,pre-load,0.7305
17/08/2024,isometric,jump,pre-load,0.7305
27/08/2024,isometric,agility,rotate,0.6015
28/08/2024,isometric,jump,land,0.363
02/09/2024,isometric,agility,acceleration,0.731
09/10/2024,isometric,jump,pre-load,0.6925
10/10/2024,isometric,upper body,grapple,0.6595
16/10/2024,isometric,upper body,grapple,0.6595
25/10/2024,isometric,agility,rotate,0.6695
18/11/2024,isometric,agility,deceleration,0.86
25/11/2024,dynamic,jump,land,0.666
28/11/2024,isometric,jump,pre-load,0.79
05/12/2024,isometric,jump,take off,0.42
06/12/2024,dynamic,jump,take off,0.69
08/12/2024,dynamic,agility,acceleration,0.498
04/01/2025,isometric,upper body,push,0.876
08/01/2025,isometric,sprint,acceleration,0.79
22/01/2025,dynamic,sprint,max velocity,0.667
24/01/2025,isometric,upper body,push,0.93
12/02/2025,dynamic,jump,pre-load,0.5225
01/03/2025,dynamic,jump,land,0.745
06/07/2023,dynamic,jump,take off,0.711
06/07/2023,isometric,agility,rotate,
08/07/2023,isometric,agility,deceleration,1.01
17/07/2023,dynamic,upper body,push,0.33
03/08/2023,dynamic,sprint,max velocity,0.67
05/08/2023,isometric,agility,deceleration,0.9525
07/08/2023,dynamic,sprint,acceleration,0.39
13/08/2023,isometric,upper body,pull,
19/08/2023,dynamic,jump,take off,0.6945
19/08/2023,dynamic,agility,deceleration,0.87
20/08/2023,dynamic,upper body,push,0.3495
26/08/2023,dynamic,upper body,pull,0.877
26/08/2023,dynamic,agility,deceleration,0.877
03/09/2023,dynamic,agility,acceleration,0.3945
10/09/2023,isometric,jump,pre-load,0.52
19/09/2023,dynamic,jump,take off,0.69
19/09/2023,isometric,sprint,acceleration,0.52
25/09/2023,isometric,agility,acceleration,0.52
27/09/2023,dynamic,sprint,acceleration,0.4305
03/10/2023,dynamic,sprint,acceleration,0.4305
07/10/2023,isometric,agility,acceleration,0.52
14/10/2023,isometric,agility,deceleration,1.038
19/10/2023,dynamic,agility,deceleration,0.871
25/10/2023,isometric,agility,acceleration,0.52
05/11/2023,dynamic,sprint,max velocity,0.6475
17/11/2023,isometric,sprint,max velocity,
24/11/2023,dynamic,agility,deceleration,0.871
28/11/2023,isometric,upper body,grapple,
29/11/2023,dynamic,jump,pre-load,0.5185
07/12/2023,dynamic,jump,take off,0.64
22/12/2023,dynamic,sprint,max velocity,0.634
30/12/2023,dynamic,upper body,push,0.426
22/01/2024,isometric,agility,acceleration,0.52
25/01/2024,isometric,jump,pre-load,0.52
30/01/2024,isometric,upper body,pull,
06/02/2024,dynamic,jump,pre-load,0.53
17/02/2024,isometric,agility,deceleration,1.148
20/02/2024,dynamic,upper body,pull,0.89
23/02/2024,dynamic,jump,take off,0.64
29/02/2024,isometric,upper body,grapple,
03/03/2024,isometric,sprint,acceleration,0.52
15/03/2024,dynamic,sprint,max velocity,0.637
21/03/2024,isometric,agility,acceleration,0.52
29/03/2024,dynamic,sprint,max velocity,0.637
07/04/2024,dynamic,upper body,pull,0.89
08/04/2024,dynamic,sprint,max velocity,0.628
10/04/2024,isometric,agility,acceleration,0.52
11/04/2024,isometric,agility,acceleration,0.52
13/04/2024,isometric,agility,acceleration,0.52
16/04/2024,isometric,agility,rotate,
21/04/2024,dynamic,agility,acceleration,0.43
26/04/2024,dynamic,jump,pre-load,0.521
29/04/2024,isometric,agility,acceleration,0.52
01/05/2024,isometric,jump,take off,
01/05/2024,dynamic,agility,acceleration,0.43
05/05/2024,isometric,sprint,max velocity,0.1995
06/05/2024,isometric,agility,deceleration,1.1365
22/05/2024,isometric,jump,land,
17/06/2024,isometric,upper body,push,0.704
22/06/2024,dynamic,jump,pre-load,0.4655
22/06/2024,isometric,agility,deceleration,1.1365
23/06/2024,isometric,agility,acceleration,0.49
17/07/2024,dynamic,jump,take off,0.695
23/07/2024,isometric,agility,acceleration,0.685
26/07/2024,isometric,agility,deceleration,1.0335
29/07/2024,dynamic,jump,pre-load,0.484
03/08/2024,isometric,sprint,acceleration,0.7305
12/08/2024,dynamic,sprint,max velocity,0.6795
13/08/2024,dynamic,jump,take off,0.723
16/08/2024,isometric,upper body,grapple,0.384
16/08/2024,dynamic,agility,acceleration,0.428
17/08/2024,isometric,sprint,acceleration,0.7305
22/08/2024,dynamic,jump,land,0.652
09/09/2024,isometric,upper body,pull,
30/09/2024,isometric,jump,take off,0.426
01/10/2024,dynamic,upper body,pull,0.896
14/10/2024,isometric,sprint,acceleration,0.6925
25/10/2024,dynamic,upper body,pull,0.88
29/10/2024,isometric,agility,acceleration,0.6935
30/10/2024,isometric,agility,rotate,0.6695
10/11/2024,isometric,jump,take off,0.39
11/11/2024,dynamic,sprint,acceleration,0.47
12/11/2024,dynamic,jump,pre-load,0.57
23/11/2024,dynamic,jump,land,0.666
28/11/2024,dynamic,upper body,pull,0.88
30/11/2024,dynamic,upper body,push,0.498
05/12/2024,dynamic,sprint,max velocity,0.662
15/12/2024,isometric,jump,take off,0.4
15/12/2024,dynamic,agility,deceleration,0.876
16/12/2024,dynamic,jump,take off,0.69
16/12/2024,isometric,agility,deceleration,0.9155
20/12/2024,dynamic,jump,pre-load,0.5305
29/12/2024,dynamic,agility,acceleration,0.498
30/12/2024,isometric,upper body,pull,0.46
05/01/2025,isometric,agility,deceleration,0.92
11/01/2025,isometric,agility,deceleration,0.92
15/01/2025,dynamic,upper body,pull,0.853
20/01/2025,isometric,jump,take off,0.46
23/01/2025,isometric,upper body,grapple,0.6675
03/02/2025,dynamic,jump,take off,0.6825
03/02/2025,isometric,upper body,grapple,0.6445
08/02/2025,dynamic,agility,deceleration,0.87
13/02/2025,dynamic,agility,deceleration,0.87
14/02/2025,isometric,sprint,acceleration,0.79
02/03/2025,isometric,sprint,max velocity,0.77
11/03/2025,isometric,sprint,max velocity,0.77
02/07/2023,dynamic,jump,pre-load,0.5335
13/07/2023,isometric,upper body,pull,
16/07/2023,dynamic,jump,land,0.6975
19/07/2023,dynamic,upper body,push,0.33
24/07/2023,dynamic,upper body,push,0.33
31/07/2023,isometric,agility,rotate,
04/08/2023,isometric,sprint,acceleration,
01/09/2023,isometric,upper body,push,
01/09/2023,dynamic,agility,deceleration,0.877
20/09/2023,dynamic,sprint,acceleration,0.4305
23/09/2023,isometric,sprint,acceleration,0.52
24/09/2023,dynamic,upper body,push,0.4305
26/09/2023,dynamic,agility,acceleration,0.4305
27/09/2023,isometric,jump,take off,
29/09/2023,isometric,sprint,max velocity,
14/10/2023,dynamic,agility,acceleration,0.4305
20/10/2023,isometric,upper body,grapple,
20/10/2023,isometric,agility,acceleration,0.52
22/10/2023,isometric,upper body,push,0.67
27/10/2023,dynamic,upper body,push,0.4305
28/10/2023,isometric,sprint,acceleration,0.52
28/10/2023,dynamic,sprint,max velocity,0.6475
31/10/2023,dynamic,jump,land,0.6615
25/11/2023,dynamic,upper body,pull,0.871
26/11/2023,isometric,jump,take off,
11/12/2023,dynamic,agility,deceleration,0.87
05/01/2024,dynamic,upper body,push,0.426
06/01/2024,isometric,upper body,pull,
21/01/2024,dynamic,upper body,push,0.43
26/01/2024,dynamic,agility,deceleration,0.879
25/02/2024,dynamic,upper body,push,0.4445
25/02/2024,dynamic,agility,deceleration,0.89
12/03/2024,isometric,agility,acceleration,0.52
29/03/2024,dynamic,jump,pre-load,0.524
08/04/2024,isometric,upper body,pull,
09/04/2024,isometric,sprint,acceleration,0.52
09/04/2024,isometric,sprint,max velocity,
13/04/2024,isometric,upper body,pull,
21/04/2024,isometric,jump,take off,
22/04/2024,isometric,jump,land,
27/04/2024,dynamic,upper body,pull,0.89
02/05/2024,isometric,jump,pre-load,0.52
04/05/2024,dynamic,upper body,push,0.43
18/05/2024,isometric,upper body,push,0.704
30/05/2024,dynamic,agility,acceleration,0.43
01/06/2024,isometric,upper body,grapple,
03/06/2024,dynamic,jump,land,0.664
13/06/2024,isometric,upper body,grapple,
03/07/2024,dynamic,jump,pre-load,0.482
05/07/2024,dynamic,jump,pre-load,0.482
06/07/2024,isometric,upper body,push,0.698
21/07/2024,dynamic,sprint,acceleration,0.488
29/07/2024,isometric,sprint,max velocity,0.762
17/08/2024,dynamic,upper body,push,0.428
23/08/2024,isometric,upper body,grapple,0.5075
03/09/2024,isometric,upper body,grapple,0.6405
04/09/2024,dynamic,upper body,push,0.496
09/09/2024,dynamic,jump,take off,0.717
12/09/2024,dynamic,sprint,acceleration,0.4955
17/09/2024,isometric,sprint,acceleration,0.72
24/09/2024,dynamic,jump,pre-load,0.57
11/10/2024,dynamic,sprint,acceleration,0.498
15/10/2024,dynamic,upper body,pull,0.868
18/10/2024,isometric,upper body,grapple,0.6595
27/10/2024,isometric,jump,land,0.444
27/10/2024,isometric,upper body,grapple,0.6695
10/11/2024,dynamic,agility,acceleration,0.47
11/11/2024,isometric,agility,acceleration,0.7515
17/11/2024,dynamic,agility,deceleration,0.88
25/11/2024,dynamic,sprint,acceleration,0.47
26/11/2024,dynamic,agility,deceleration,0.88
28/11/2024,isometric,upper body,pull,
04/12/2024,isometric,upper body,push,0.876
13/12/2024,isometric,upper body,grapple,0.68
17/12/2024,isometric,agility,deceleration,0.9155
21/12/2024,dynamic,sprint,max velocity,0.666
26/12/2024,isometric,sprint,acceleration,0.79
28/12/2024,isometric,jump,take off,0.42
31/12/2024,isometric,agility,acceleration,0.79
31/12/2024,isometric,sprint,acceleration,0.79
03/01/2025,isometric,jump,pre-load,0.79
04/01/2025,dynamic,agility,deceleration,0.856
23/01/2025,dynamic,jump,take off,0.69
28/01/2025,isometric,upper body,pull,0.4525
11/02/2025,isometric,agility,rotate,0.6415
25/02/2025,dynamic,jump,take off,0.68
08/03/2025,dynamic,sprint,acceleration,0.495
09/07/2023,isometric,upper body,push,
29/07/2023,isometric,jump,land,
30/07/2023,isometric,upper body,pull,
31/07/2023,dynamic,upper body,pull,0.8525
03/08/2023,isometric,upper body,grapple,
06/08/2023,isometric,agility,rotate,
13/08/2023,dynamic,jump,take off,0.7335
02/09/2023,dynamic,jump,pre-load,0.62
13/09/2023,isometric,sprint,max velocity,
18/09/2023,dynamic,sprint,acceleration,0.388
23/09/2023,dynamic,agility,deceleration,0.871
01/10/2023,dynamic,agility,deceleration,0.871
05/10/2023,isometric,sprint,max velocity,
07/10/2023,isometric,jump,pre-load,0.52
10/10/2023,isometric,sprint,max velocity,
15/10/2023,dynamic,jump,pre-load,0.587
17/10/2023,dynamic,jump,land,0.6615
17/10/2023,dynamic,sprint,max velocity,0.579
26/10/2023,isometric,agility,acceleration,0.52
01/11/2023,isometric,sprint,acceleration,0.52
02/12/2023,isometric,jump,take off,
02/12/2023,isometric,agility,acceleration,0.52
05/12/2023,isometric,sprint,acceleration,0.52
16/12/2023,isometric,upper body,pull,
28/12/2023,isometric,agility,rotate,
04/01/2024,isometric,jump,take off,
04/01/2024,dynamic,agility,acceleration,0.426
08/01/2024,isometric,upper body,push,0.664
15/01/2024,isometric,jump,take off,
18/01/2024,dynamic,agility,acceleration,0.43
21/01/2024,isometric,upper body,grapple,
27/01/2024,isometric,jump,take off,
10/02/2024,dynamic,sprint,max velocity,0.637
17/02/2024,isometric,agility,rotate,
18/02/2024,isometric,upper body,pull,
29/02/2024,isometric,upper body,pull,
29/02/2024,isometric,sprint,acceleration,0.52
01/03/2024,dynamic,upper body,push,0.4445
12/03/2024,isometric,jump,take off,
13/03/2024,isometric,upper body,grapple,
17/03/2024,dynamic,jump,pre-load,0.524
06/04/2024,dynamic,upper body,push,0.44
17/04/2024,isometric,jump,land,
25/04/2024,dynamic,upper body,pull,0.89
04/05/2024,isometric,upper body,grapple,
15/05/2024,dynamic,sprint,max velocity,0.625
23/05/2024,dynamic,upper body,push,0.43
25/05/2024,dynamic,jump,pre-load,0.4655
25/05/2024,isometric,agility,deceleration,1.1365
29/05/2024,dynamic,jump,land,0.664
31/05/2024,isometric,jump,take off,
15/06/2024,isometric,jump,take off,
23/06/2024,dynamic,jump,take off,0.639
02/07/2024,isometric,agility,deceleration,1.135
05/07/2024,isometric,upper body,grapple,
16/07/2024,dynamic,upper body,pull,0.894
18/07/2024,isometric,jump,take off,0.3975
02/08/2024,isometric,jump,land,0.372
10/08/2024,isometric,jump,take off,0.363
14/08/2024,isometric,jump,take off,0.363
17/08/2024,dynamic,sprint,acceleration,0.428
19/08/2024,isometric,upper body,grapple,0.384
23/08/2024,isometric,sprint,acceleration,0.7305
27/08/2024,dynamic,jump,land,0.641
28/08/2024,dynamic,upper body,pull,0.9
04/09/2024,dynamic,sprint,acceleration,0.496
06/09/2024,isometric,agility,deceleration,0.94
18/09/2024,dynamic,upper body,push,0.494
24/09/2024,isometric,upper body,push,0.936
02/10/2024,isometric,upper body,grapple,0.6625
16/10/2024,dynamic,agility,deceleration,0.868
25/10/2024,isometric,sprint,acceleration,0.6935
27/10/2024,isometric,sprint,acceleration,0.6935
09/11/2024,dynamic,upper body,pull,0.88
10/11/2024,isometric,sprint,acceleration,0.7515
17/11/2024,dynamic,jump,take off,0.69
21/11/2024,isometric,jump,pre-load,0.799
21/11/2024,dynamic,agility,deceleration,0.88
14/12/2024,isometric,agility,deceleration,0.9155
16/12/2024,dynamic,jump,land,0.728
23/12/2024,isometric,sprint,max velocity,0.685
29/12/2024,dynamic,sprint,acceleration,0.498
31/12/2024,isometric,agility,deceleration,0.9155
19/01/2025,isometric,agility,deceleration,0.955
28/01/2025,dynamic,agility,acceleration,0.5
29/01/2025,dynamic,jump,land,0.7465
05/02/2025,dynamic,agility,acceleration,0.495
06/02/2025,dynamic,agility,acceleration,0.495
24/02/2025,isometric,sprint,max velocity,0.707
07/03/2025,dynamic,jump,pre-load,0.5225
07/03/2025,isometric,upper body,push,0.9555
09/03/2025,dynamic,upper body,pull,0.88
12/03/2025,dynamic,upper body,pull,0.88
02/07/2023,dynamic,upper body,pull,0.842
06/07/2023,isometric,jump,pre-load,
18/07/2023,dynamic,upper body,pull,0.8525
19/07/2023,dynamic,jump,take off,0.74
21/07/2023,isometric,agility,deceleration,0.781
29/07/2023,dynamic,agility,deceleration,0.8525
17/08/2023,dynamic,agility,acceleration,0.3395
19/08/2023,isometric,upper body,push,
09/09/2023,dynamic,upper body,pull,0.877
15/09/2023,isometric,jump,land,
16/09/2023,dynamic,upper body,push,0.388
20/09/2023,isometric,upper body,push,
01/10/2023,isometric,jump,take off,
01/10/2023,dynamic,upper body,push,0.4305
26/10/2023,isometric,upper body,pull,
29/10/2023,dynamic,jump,take off,0.6955
31/10/2023,dynamic,agility,deceleration,0.871
01/11/2023,isometric,sprint,max velocity,
03/11/2023,dynamic,jump,take off,0.651
15/11/2023,isometric,agility,deceleration,1.038
21/11/2023,dynamic,upper body,pull,0.871
22/11/2023,isometric,upper body,grapple,
23/11/2023,dynamic,jump,take off,0.631
09/12/2023,isometric,agility,rotate,
16/12/2023,isometric,jump,take off,
16/12/2023,dynamic,agility,acceleration,0.43
26/12/2023,isometric,agility,rotate,
17/01/2024,dynamic,jump,take off,0.625
23/01/2024,isometric,upper body,grapple,
02/02/2024,isometric,jump,pre-load,0.52
03/02/2024,isometric,sprint,acceleration,0.52
05/02/2024,isometric,sprint,acceleration,0.52
07/02/2024,dynamic,jump,land,0.668
07/02/2024,dynamic,sprint,acceleration,0.4445
10/02/2024,isometric,upper body,pull,
18/02/2024,dynamic,sprint,acceleration,0.4345
27/02/2024,isometric,agility,acceleration,0.52
03/03/2024,dynamic,agility,acceleration,0.4445
05/03/2024,isometric,agility,rotate,
12/03/2024,isometric,upper body,push,0.704
30/03/2024,dynamic,upper body,pull,0.89
08/04/2024,isometric,upper body,grapple,
16/04/2024,isometric,agility,acceleration,0.52
20/04/2024,dynamic,agility,deceleration,0.89
27/04/2024,isometric,agility,rotate,
30/04/2024,isometric,sprint,acceleration,0.52
03/05/2024,isometric,sprint,acceleration,0.52
14/05/2024,isometric,agility,acceleration,0.49
14/05/2024,isometric,sprint,max velocity,0.1995
22/05/2024,dynamic,jump,pre-load,0.4655
27/05/2024,isometric,jump,pre-load,0.49
27/05/2024,isometric,agility,acceleration,0.49
01/06/2024,dynamic,agility,acceleration,0.43
